stco,year,whc,sand,silt,clay,om,kwfactor,kffactor,spH,slope,tfactor,ppt1,ppt2
28049,2001,34.014,12.585,67.549,19.866,55.266,0.519,0.519,5.572,29.739,4.559,743.566,807.276
28049,2006,33.895,12.656,67.46,19.884,55.118,0.519,0.519,5.57,29.597,4.553,526.281,691.381
28049,2011,33.893,12.645,67.47,19.884,55.102,0.519,0.519,5.57,29.593,4.552,576.867,644.645
28051,1992,32.313,15.22,57.854,26.926,56.027,0.484,0.485,5.485,28.959,4.741,610.534,652.233
28051,2001,32.046,15.754,55.931,28.314,57.525,0.476,0.476,5.497,29.535,4.788,708.633,768.207
28051,2006,32.025,15.84,55.418,28.742,57.74,0.473,0.473,5.499,29.665,4.803,409.758,641.224
28051,2011,32.052,15.796,55.509,28.694,57.691,0.473,0.473,5.499,29.65,4.801,587.346,648.018
28053,1992,27.95,10.93,42.866,46.204,78.841,0.348,0.348,6.042,57.526,5,642.719,673.999
28053,2001,27.924,10.723,42.546,46.731,78.937,0.345,0.345,6.049,57.87,5,707.689,774.59
28053,2006,27.896,10.602,42.34,47.058,79.013,0.342,0.342,6.055,58.283,5,430.638,630.199
28053,2011,27.885,10.514,42.192,47.294,79.054,0.341,0.341,6.06,58.543,5,523.59,583.749
28055,1992,24.076,17.302,30.845,51.853,90.291,0.24,0.24,7.019,51.429,4.996,719.633,762.029
28055,2001,23.925,17.453,30.553,51.994,89.777,0.238,0.238,7.022,51.526,4.996,644.118,680.835
28055,2006,24.041,17.746,30.653,51.6,89.925,0.239,0.239,7.022,51.673,4.996,425.715,646.541
28055,2011,24.037,17.793,30.642,51.565,89.91,0.239,0.239,7.02,51.673,4.996,569.548,642.612
28057,1992,27.159,44.106,30.589,25.305,84.087,0.296,0.296,5.013,23.642,4.686,681.473,707.361
28057,2001,27.471,43.72,31.247,25.034,86.066,0.3,0.3,5.027,23.772,4.695,806.942,964.495
28057,2006,27.351,43.661,31.24,25.099,85.712,0.3,0.3,5.031,23.866,4.687,421.506,617.636
28057,2011,27.308,43.644,31.241,25.115,85.632,0.3,0.3,5.031,23.856,4.684,861.908,910.201
28059,1992,29.437,54.821,26.306,18.873,193.663,0.293,0.293,4.961,25.961,4.781,720.246,731.585
28059,2001,29.706,53.067,27.242,19.691,117.541,0.299,0.299,4.946,25.526,4.802,1028.534,980.806
28059,2006,29.757,52.99,27.307,19.702,117.703,0.299,0.299,4.946,25.611,4.801,590.584,797.792
28059,2011,29.805,52.868,27.378,19.755,118.242,0.3,0.3,4.945,25.606,4.8,576.879,818.747
28061,1992,25.506,46.719,26.927,26.354,69.37,0.285,0.285,5.106,27.751,4.628,661.825,635.485
28061,2001,25.556,45.757,27.275,26.968,70.673,0.286,0.286,5.147,28.172,4.646,894.591,959.28
28061,2006,25.527,45.424,27.471,27.105,71.495,0.287,0.287,5.15,28.394,4.64,462.975,558.241
28061,2011,25.524,46.014,27.288,26.698,71.421,0.286,0.286,5.14,28.238,4.636,688.635,672.925
28063,1992,32.975,13.916,64.754,21.33,64.604,0.486,0.487,5.864,31.087,4.785,781.205,782.436
28063,2001,30.055,16.539,59.845,23.615,70.979,0.462,0.462,6.144,36.519,4.787,889.165,851.256
28063,2006,29.954,16.26,59.931,23.808,71.341,0.462,0.462,6.196,37.543,4.805,544.784,713.617
28063,2011,29.929,16.289,59.856,23.855,71.388,0.462,0.462,6.205,37.665,4.807,561.205,534.773
28065,1992,27.311,49.672,28.289,22.04,59.884,0.298,0.299,5.02,21.405,4.7,739.369,731.904
28065,2001,27.027,50.045,28.017,21.938,60.51,0.297,0.297,5.012,21.625,4.684,1008.866,1032.11
28065,2006,26.981,50.084,28.011,21.905,60.725,0.297,0.298,5.01,21.651,4.681,555.273,759.48
28065,2011,27.01,50.14,27.958,21.902,60.719,0.297,0.297,5.01,21.662,4.683,685.762,730.198
28067,1992,22.539,52.404,24.491,23.105,66.99,0.269,0.269,4.862,24.43,4.72,654.41,619.686
28067,2001,22.688,51.565,25.072,23.363,66.814,0.271,0.271,4.87,24.639,4.728,975.094,1001.571
28067,2006,22.619,51.694,24.971,23.335,67.095,0.271,0.271,4.867,24.709,4.725,507.52,669.209
28067,2011,22.61,51.826,24.837,23.337,66.829,0.27,0.27,4.865,24.616,4.723,747.572,781.297
28069,1992,25.41,41.453,29.444,29.103,72.049,0.291,0.296,5.441,32.588,4.568,646.951,694.135
28069,2001,25.453,41.254,29.689,29.057,72.322,0.292,0.297,5.346,31.606,4.562,741.796,842.412
28069,2006,25.444,41.211,29.688,29.101,72.297,0.291,0.297,5.349,31.618,4.561,552.882,702.32
28069,2011,25.353,41.363,29.662,28.976,72.296,0.291,0.297,5.374,31.486,4.553,759.899,786.945
28071,1992,25.689,33.281,44.118,22.601,63.233,0.371,0.371,5.135,23.195,4.818,704.109,694.405
28071,2001,25.293,31.375,45.751,22.874,62.942,0.377,0.377,5.154,24.116,4.819,672.541,875.584
28071,2006,25.266,31.256,45.856,22.888,62.909,0.378,0.378,5.156,24.2,4.82,567.478,753.49
28071,2011,25.261,31.395,45.745,22.86,62.779,0.377,0.377,5.155,24.165,4.819,786.545,875.99
28073,1992,26.307,55.087,26.344,18.568,92.693,0.294,0.294,4.919,43.189,4.823,764.301,735.994
28073,2001,26.387,54.93,26.59,18.48,83.844,0.297,0.297,4.914,43.762,4.819,1002.969,1030.718
28073,2006,26.371,55.288,26.449,18.263,84.755,0.297,0.297,4.908,44.424,4.819,573.865,817.699
28073,2011,26.382,55.402,26.375,18.223,85.567,0.296,0.296,4.906,44.548,4.821,761.308,827.687
28075,1992,24.637,50.638,27.357,22.005,62.22,0.305,0.305,4.903,24.498,4.647,695.367,699.486
28075,2001,24.772,50.698,27.398,21.904,62.797,0.305,0.305,4.912,24.524,4.66,890.307,984.888
28075,2006,24.736,50.722,27.433,21.846,62.966,0.305,0.305,4.91,24.663,4.657,582.353,654.943
28075,2011,24.769,50.634,27.445,21.921,62.894,0.305,0.305,4.908,24.753,4.655,829.245,795.406
28077,1992,27.403,33.531,43.043,23.427,67.729,0.378,0.379,5.157,26.708,4.58,819.765,802.102
28077,2001,27.574,33.941,43.003,23.056,70.668,0.378,0.379,5.155,27.123,4.6,981.569,969.233
28077,2006,27.645,33.382,43.394,23.224,70.518,0.38,0.381,5.16,27.053,4.591,580.353,788.733
28077,2011,27.587,33.55,43.261,23.189,69.616,0.38,0.381,5.158,26.832,4.589,702.991,784.552
28079,1992,28.26,43.482,34.217,22.301,89.143,0.326,0.326,4.978,29.776,4.596,577.801,639.702
28079,2001,28.34,42.686,35.047,22.267,91.197,0.33,0.331,4.983,30.991,4.648,750.17,806.375
28079,2006,28.324,42.716,35.056,22.228,91.203,0.33,0.331,4.982,30.956,4.646,471.112,722.109
28079,2011,28.335,42.802,34.976,22.222,91.197,0.33,0.33,4.982,30.852,4.645,693.142,847.757
28081,1992,25.048,32.425,36.152,31.422,73.438,0.329,0.331,5.796,29.944,4.439,689.128,725.006
28081,2001,25.446,32.046,36.988,30.966,74.494,0.335,0.336,5.838,30.69,4.487,760.767,943.393
28081,2006,25.441,32.02,37.042,30.938,74.594,0.335,0.337,5.839,30.694,4.487,473.395,675.122
28081,2011,25.441,32.038,37.022,30.94,74.549,0.335,0.336,5.839,30.702,4.487,839.5,884.756
28083,1992,31.823,19.599,36.342,44.059,107.986,0.328,0.328,5.685,43.587,4.992,661.126,646.379
28083,2001,31.862,19.516,36.274,44.211,108.294,0.327,0.327,5.684,43.649,4.992,620.107,726.605
28083,2006,31.848,19.498,36.256,44.246,108.222,0.327,0.327,5.684,43.71,4.992,475.136,673.922
28083,2011,31.846,19.495,36.249,44.255,108.222,0.327,0.327,5.684,43.71,4.992,584.094,624.525
28085,1992,26.817,26.531,52.476,20.993,62.538,0.432,0.439,5.219,26.076,4.233,849.781,794.577
28085,2001,26.796,26.443,52.564,20.993,62.487,0.433,0.439,5.222,26.165,4.231,991.567,1007.94
28085,2006,26.828,26.143,52.941,20.916,62.737,0.435,0.441,5.221,26.285,4.228,570.266,765.462
28085,2011,26.804,26.36,52.771,20.869,62.776,0.434,0.44,5.218,26.233,4.234,702.13,752.131
28087,1992,26.6,22.51,38.159,39.331,106.66,0.312,0.316,6.244,39.427,4.55,592.044,629.34
28087,2001,26.803,22.514,38.247,39.239,110.403,0.312,0.315,6.265,39.602,4.549,696.959,799.796
28087,2006,26.772,22.628,38.215,39.157,110.023,0.312,0.315,6.258,39.512,4.548,415.135,627.272
28087,2011,26.758,22.54,38.224,39.236,110.007,0.311,0.315,6.263,39.551,4.546,802.824,862.763
28089,1992,27.838,15.045,63.919,21.036,51.935,0.51,0.51,5.365,30.564,4.281,614.677,691.355
28089,2001,27.905,15.162,64.062,20.775,52.766,0.512,0.512,5.342,31.101,4.31,678.747,700.988
28089,2006,27.92,15.465,63.821,20.713,52.94,0.511,0.511,5.338,31.056,4.314,419.081,684.19
28089,2011,27.91,15.53,63.768,20.702,52.903,0.51,0.51,5.338,31.028,4.313,633.4,738.716
28091,1992,25.036,52.909,26.969,20.122,74.579,0.288,0.288,5.083,26.377,4.77,863.427,818.925
28091,2001,24.888,53.284,26.692,20.024,75.637,0.286,0.287,5.091,26.438,4.772,1026.062,1038.171
28091,2006,24.805,53.507,26.51,19.983,75.38,0.286,0.286,5.089,26.808,4.762,596.189,819.808
28091,2011,24.781,53.506,26.525,19.969,76.08,0.286,0.286,5.09,26.479,4.763,642.208,693.313
28093,1992,28.295,21.642,57.56,20.798,60.468,0.465,0.465,5.184,32.129,4.32,839.731,862.136
28093,2001,28.169,20.195,59.244,20.56,63.532,0.474,0.474,5.187,33.092,4.334,535.571,797.396
28093,2006,28.165,20.194,59.225,20.581,63.478,0.474,0.474,5.188,33.078,4.332,538.924,664.155
28093,2011,28.182,20.178,59.23,20.591,63.499,0.474,0.474,5.188,33.105,4.332,837.35,881.945
28095,1992,29.267,32.622,32.413,34.966,87.075,0.297,0.298,5.891,36.785,4.695,568.688,599.773
28095,2001,29.597,31.148,32.789,36.063,89.06,0.297,0.297,5.983,37.581,4.703,715.313,805.648
28095,2006,29.597,31.149,32.794,36.057,89.137,0.297,0.297,5.984,37.574,4.703,390.245,624.649
28095,2011,29.663,31.018,32.803,36.179,89.35,0.297,0.297,5.997,37.659,4.704,729.303,791.424
28097,1992,28.859,21.421,58.819,19.76,58.405,0.496,0.496,5.147,26.528,4.514,676.065,704.447
28097,2001,29.262,19.827,60.838,19.335,59.207,0.509,0.509,5.148,27.734,4.554,739.954,849.422
28097,2006,29.258,19.802,60.884,19.314,59.029,0.51,0.51,5.148,27.693,4.551,483.281,769.788
28097,2011,29.249,19.833,60.851,19.316,58.985,0.51,0.51,5.148,27.679,4.551,860.029,887.143
28099,1992,24.51,49.688,26.177,24.135,75.148,0.277,0.277,4.854,22.056,4.722,623.438,685.749
28099,2001,24.52,49.458,26.67,23.872,77.197,0.28,0.28,4.849,22.38,4.733,710.683,788.652
28099,2006,24.522,49.481,26.669,23.849,77.387,0.28,0.28,4.849,22.359,4.733,539.43,747.979
28099,2011,24.537,49.5,26.645,23.855,77.33,0.28,0.28,4.849,22.355,4.733,731.935,887.218
28101,1992,22.685,42.394,28.949,28.658,69.892,0.289,0.289,5.059,21.675,4.686,637.328,655.473
28101,2001,22.475,43.72,28.673,27.607,73.005,0.289,0.289,5.022,21.202,4.694,799.568,865.691
28101,2006,22.481,43.504,28.705,27.791,73.261,0.288,0.288,5.025,21.199,4.695,532.501,668.26
28101,2011,22.467,43.447,28.758,27.795,73.261,0.289,0.289,5.031,21.213,4.69,705.565,787.663
28103,1992,25.12,14.915,39.283,45.802,81.951,0.299,0.3,6.308,47.111,4.732,604.934,663.344
28103,2001,25.228,14.191,39.263,46.546,83.236,0.297,0.299,6.316,46.664,4.734,626.367,807.345
28103,2006,25.219,14.185,39.249,46.566,83.303,0.297,0.299,6.319,46.686,4.733,487.984,638.562
28103,2011,25.229,14.005,39.308,46.687,83.658,0.297,0.299,6.33,46.793,4.733,684.576,781.271
28105,1992,27.389,21.56,41.786,36.654,75.214,0.344,0.344,5.846,36.563,4.658,585.842,622.236
28105,2001,27.332,22.142,41.56,36.298,76.788,0.343,0.343,5.922,36.378,4.643,721.54,791.357
28105,2006,27.33,22.143,41.605,36.252,76.859,0.344,0.344,5.924,36.415,4.641,436.681,678.11
28105,2011,27.297,22.144,41.607,36.248,76.823,0.344,0.344,5.925,36.414,4.639,854.84,922.03
28107,1992,31.307,16.595,61.662,21.743,77.726,0.496,0.496,5.262,32.899,4.555,741.728,712.229
28107,2001,31.129,15.834,61.598,22.568,85.767,0.492,0.493,5.271,36.254,4.602,557.355,785.09
28107,2006,31.155,15.879,61.524,22.597,86.239,0.492,0.492,5.271,36.434,4.605,532.337,653.959
28107,2011,31.161,15.873,61.499,22.628,86.341,0.491,0.491,5.271,36.473,4.606,752.515,841.001
28109,1992,26.311,49.795,26.734,23.472,100.266,0.293,0.293,4.889,24.865,4.971,843.597,818.78
28109,2001,26.064,49.516,26.932,23.552,80.971,0.295,0.295,4.89,25.233,4.982,1158.154,1132.487
28109,2006,26.087,49.527,26.968,23.505,81.037,0.295,0.295,4.889,25.35,4.982,603.98,830.252
28109,2011,26.08,49.557,26.976,23.467,81.469,0.295,0.295,4.888,25.418,4.982,607.9,768.181
28111,1992,25.477,55.06,27.887,17.053,65.905,0.314,0.314,4.894,38.656,4.809,675.522,632.164
28111,2001,25.113,53.372,28.896,17.732,66.963,0.318,0.318,4.937,36.862,4.766,967.573,945.395
28111,2006,25.132,54.091,28.545,17.364,67.34,0.317,0.317,4.917,38.027,4.757,566.703,758.542
28111,2011,25.239,54.269,28.393,17.338,65.812,0.316,0.316,4.911,38.281,4.759,796.764,759.916
28113,1992,24.651,43.427,35.872,20.701,64.87,0.353,0.354,4.826,22.439,4.364,899.656,834.76
28113,2001,24.639,43.463,35.915,20.622,65.806,0.354,0.354,4.826,22.763,4.368,1014.01,1006.39
28113,2006,24.655,43.367,36.057,20.576,66.116,0.355,0.355,4.83,22.787,4.373,650.556,969.437
28113,2011,24.706,43.247,36.206,20.546,66.199,0.356,0.356,4.833,22.779,4.379,655.872,722.158
28115,1992,30.434,18.948,50.009,31.043,69.607,0.389,0.389,5.327,33.939,4.734,670.323,729.667
28115,2001,30.564,18.518,50.721,30.76,71.289,0.394,0.394,5.33,35.408,4.75,715.251,896.251
28115,2006,30.557,18.487,50.788,30.725,71.321,0.394,0.394,5.332,35.436,4.751,497.043,724.047
28115,2011,30.515,18.595,50.802,30.603,71.088,0.394,0.394,5.335,35.03,4.747,830.824,859.427
28117,1992,24.821,38.075,33.574,28.351,73.808,0.312,0.312,5.46,29.046,4.567,815.491,838.96
28117,2001,25.107,37.716,34.405,27.879,76.549,0.317,0.317,5.456,30.002,4.599,698.237,966.041
28117,2006,25.065,37.529,34.465,28.006,76.511,0.317,0.317,5.465,30.13,4.595,479.865,644.629
28117,2011,25.063,37.427,34.491,28.082,76.485,0.317,0.317,5.469,30.153,4.593,855.383,942.011
28119,1992,25.328,10.274,40.563,49.162,78.381,0.325,0.325,6.111,49.955,4.992,727.754,676.59
28119,2001,25.337,10.08,40.454,49.465,78.66,0.323,0.323,6.11,50.456,4.992,549.626,774.629
28119,2006,25.33,10.118,40.48,49.402,78.572,0.324,0.324,6.111,50.347,4.992,556.139,654.775
28119,2011,25.332,10.119,40.483,49.398,78.567,0.324,0.324,6.111,50.359,4.992,684.932,814.547
28121,1992,27.035,27.062,45.703,27.235,54.22,0.387,0.387,5.301,29.61,4.645,646.696,723.285
28121,2001,27.317,26.998,45.055,27.947,54.868,0.38,0.38,5.312,30.125,4.665,799.894,814.812
28121,2006,27.393,26.909,45.011,28.08,54.874,0.379,0.379,5.316,30.323,4.673,497.324,672.082
28121,2011,27.368,26.949,44.9,28.151,54.684,0.378,0.378,5.32,30.344,4.671,633.486,756.073
28123,1992,28.266,33.24,35.567,31.193,70.09,0.317,0.318,5.25,40.303,4.689,667.001,716
28123,2001,28.21,33.329,35.948,30.723,71.397,0.321,0.321,5.232,40.141,4.699,826.677,874.948
28123,2006,28.21,33.225,35.993,30.782,71.317,0.321,0.321,5.232,40.382,4.697,508.724,734.795
28123,2011,28.16,33.476,35.838,30.686,71.312,0.32,0.32,5.229,40.254,4.692,740.392,905.657
28125,1992,26.901,12.417,36.818,50.765,102.761,0.28,0.28,6.796,58.177,5,694.133,723.742
28125,2001,26.526,12.079,36.207,51.715,101.561,0.273,0.273,6.796,58.706,5,651.742,697.742
28125,2006,26.524,12.069,36.196,51.735,101.549,0.273,0.273,6.796,58.768,5,398.177,619.768
28125,2011,26.575,12.115,36.262,51.623,101.679,0.274,0.274,6.795,58.818,5,590.819,644.178
28127,1992,24.184,47.384,31.45,21.165,63.683,0.324,0.324,4.978,22.286,4.545,689.022,703.368
28127,2001,24.25,47.781,31.054,21.165,63.587,0.322,0.322,4.975,22.19,4.562,911.166,908.3
28127,2006,24.197,47.671,31.151,21.178,63.444,0.322,0.322,4.975,22.22,4.554,501.672,613.78
28127,2011,24.219,47.772,31.056,21.171,63.481,0.322,0.322,4.973,22.165,4.557,621.359,648.88
28129,1992,26.13,52.511,24.554,22.935,74.401,0.279,0.279,4.852,30.055,4.622,711.508,721.186
28129,2001,26.076,52.071,24.884,23.045,74.877,0.281,0.281,4.87,30.23,4.63,923.125,966.235
28129,2006,26.049,51.947,25.031,23.022,75.112,0.282,0.282,4.873,30.232,4.632,453.217,569.732
28129,2011,26.102,52.091,24.873,23.036,74.801,0.281,0.281,4.87,30.198,4.632,627.894,684.304
28131,1992,28.724,56.469,25.913,17.619,72.913,0.297,0.297,4.78,49.724,4.989,746.589,728.609
28131,2001,29.079,57.286,25.721,16.993,65.404,0.298,0.298,4.77,54.007,4.996,1084.148,1089.078
28131,2006,29.069,57.219,25.753,17.027,65.274,0.298,0.298,4.77,54.044,4.996,644.42,874.039
28131,2011,29.056,57.289,25.682,17.029,65.521,0.298,0.298,4.77,54.318,4.996,705.836,876.266
28133,1992,25.562,11.511,41.13,47.358,72.171,0.336,0.336,6.12,52.471,4.999,650.181,621.332
28133,2001,25.516,11.43,40.99,47.579,72.36,0.334,0.334,6.128,52.445,4.999,625.797,738.973
28133,2006,25.512,11.378,40.932,47.69,72.485,0.334,0.334,6.128,52.559,4.999,514.984,688.108
28133,2011,25.51,11.316,40.861,47.824,72.629,0.333,0.333,6.128,52.72,4.999,575.356,649.546
28135,1992,29.589,12.979,49.317,37.704,80.346,0.409,0.409,5.647,33.351,4.953,735.943,711.357
28135,2001,29.151,12.909,48.09,39.002,82.38,0.4,0.4,5.664,34.306,4.961,590.906,738.169
28135,2006,29.152,12.897,48.083,39.02,82.338,0.4,0.4,5.664,34.324,4.961,552.744,735.343
28135,2011,29.16,12.885,48.09,39.026,82.291,0.4,0.4,5.664,34.326,4.961,637.742,753.809
28137,1992,30.775,16.556,63.316,20.128,56.19,0.51,0.511,5.306,31.585,4.403,786.464,786.789
28137,2001,30.188,16.207,63.418,20.375,59.363,0.513,0.513,5.304,32.779,4.437,516.834,759.375
28137,2006,30.211,16.243,63.319,20.437,59.082,0.512,0.512,5.304,32.694,4.433,554.814,651.502
28137,2011,30.211,16.265,63.279,20.456,59.001,0.512,0.512,5.305,32.646,4.432,782.157,822.468
28139,1992,28.593,23.354,50.393,26.253,49.091,0.419,0.419,5.082,25.547,4.431,759.325,779.274
28139,2001,28.873,22.38,52.225,25.395,50.917,0.431,0.431,5.074,26.823,4.466,592.586,838.887
28139,2006,28.883,22.284,52.319,25.397,50.939,0.432,0.432,5.074,26.891,4.465,593.146,740.477
28139,2011,28.868,22.271,52.31,25.419,50.937,0.432,0.432,5.074,26.88,4.461,850.468,887.919
28141,1992,25.551,47.381,30.159,22.459,65.285,0.307,0.309,4.852,22.909,4.582,759.714,765.389
28141,2001,25.764,47.527,30.127,22.347,65.306,0.308,0.309,4.863,23.345,4.62,753.519,1008.66
28141,2006,25.747,47.475,30.179,22.346,65.111,0.309,0.31,4.862,23.389,4.62,475.227,605.177
28141,2011,25.73,47.474,30.172,22.354,64.996,0.309,0.31,4.862,23.379,4.617,823.608,904.565
28143,1992,29.808,13.34,36.561,50.099,128.863,0.282,0.282,6.569,42.459,5,739.201,707.259
28143,2001,29.929,13.123,36.452,50.424,126.696,0.28,0.28,6.579,42.754,5,460.01,649.477
28143,2006,29.941,13.08,36.446,50.473,126.644,0.28,0.28,6.579,42.777,5,475.811,514.871
28143,2011,29.946,13.076,36.451,50.472,126.519,0.28,0.28,6.579,42.778,5,809.72,838.028
28145,1992,27.842,23.768,50.064,26.168,62.573,0.403,0.403,5.203,28.427,4.749,737.577,788.976
28145,2001,27.783,23.297,50.744,25.959,64.533,0.406,0.406,5.201,29.158,4.746,692.919,910.44
28145,2006,27.79,23.323,50.756,25.921,64.541,0.407,0.407,5.201,29.17,4.746,559.807,729.734
28145,2011,27.872,23.155,50.816,26.029,64.224,0.407,0.407,5.203,29.168,4.744,871.588,912.785
28147,1992,25.682,49.802,29.301,20.897,60.386,0.308,0.309,4.912,24.568,4.515,881.036,841.596
28147,2001,25.667,50.18,28.921,20.899,60.579,0.306,0.307,4.915,24.815,4.519,1021.615,997.545
28147,2006,25.607,49.974,29.153,20.873,60.656,0.308,0.309,4.915,24.727,4.515,615.607,912.555
28147,2011,25.581,49.864,29.26,20.875,60.524,0.308,0.309,4.915,24.749,4.509,652.12,734.846
28149,1992,32.664,10.73,55.781,33.49,77.694,0.433,0.433,6.396,35.786,4.891,700.74,766.045
28149,2001,30.767,11.361,50.34,38.298,84.9,0.395,0.395,6.596,39.681,4.933,705.026,738.264
28149,2006,30.949,11.551,50.753,37.696,85.491,0.397,0.397,6.619,39.512,4.933,527.907,751.48
28149,2011,30.983,11.643,50.853,37.504,85.419,0.398,0.398,6.623,39.429,4.933,485.428,512.434
28151,1992,23.308,16.114,36.771,47.115,83.825,0.291,0.291,6.758,56.318,4.991,634.685,613.688
28151,2001,23.163,15.847,36.397,47.756,83.087,0.287,0.287,6.768,56.712,4.992,637.795,710.688
28151,2006,23.154,15.77,36.364,47.866,83.062,0.287,0.287,6.768,56.742,4.992,478.115,627.961
28151,2011,23.153,15.779,36.37,47.852,83.083,0.287,0.287,6.768,56.737,4.992,490.728,569.557
28153,1992,28.694,54.276,23.252,22.472,78.508,0.264,0.264,5.022,37.182,4.868,665.543,672.411
28153,2001,28.731,53.822,23.328,22.851,78.488,0.264,0.264,5.032,36.279,4.873,843.294,845.236
28153,2006,28.752,53.81,23.303,22.886,78.432,0.263,0.263,5.041,37.112,4.868,509.529,657.748
28153,2011,28.71,54.016,23.258,22.726,78.304,0.263,0.263,5.042,37.172,4.865,818.294,743.984
28155,1992,28.395,22.738,53.443,23.819,63.065,0.446,0.446,5.127,28.613,4.676,630.218,667.563
28155,2001,28.571,21.715,54.888,23.397,64.002,0.455,0.455,5.142,29.756,4.703,652.634,758.693
28155,2006,28.57,21.69,54.937,23.373,64.134,0.456,0.456,5.143,29.815,4.703,470.372,738.025
28155,2011,28.561,21.642,54.972,23.386,64.169,0.456,0.456,5.143,29.787,4.703,840.006,854.382
28157,1992,32.452,19.026,57.774,23.2,79.626,0.449,0.45,5.781,53.363,4.477,993.872,870.09
28157,2001,32.03,19.222,56.667,24.111,88.074,0.445,0.446,5.871,58.486,4.427,981.159,1006.949
28157,2006,32.001,18.916,56.643,24.441,91.347,0.444,0.444,5.903,60.038,4.416,627.961,955.111
28157,2011,32.029,19.039,56.326,24.635,93.634,0.443,0.443,5.934,61.276,4.418,548.799,634.052
28159,1992,27.479,47.381,27.877,24.742,72.196,0.289,0.289,4.828,23.838,4.572,576.436,636.923
28159,2001,27.565,46.952,28.455,24.593,74.704,0.291,0.291,4.834,23.937,4.594,724.047,806.146
28159,2006,27.528,47.03,28.398,24.572,74.538,0.291,0.291,4.834,23.92,4.592,536.605,742.779
28159,2011,27.528,46.999,28.411,24.591,74.426,0.291,0.291,4.834,23.918,4.592,683.623,800.94
28161,1992,28.707,27.046,53.657,19.297,56.873,0.47,0.47,5.164,25.049,4.426,699.99,712.624
28161,2001,29.164,23.724,57.452,18.824,55.295,0.497,0.497,5.192,26.727,4.439,638.487,773.801
28161,2006,29.163,23.714,57.441,18.845,55.386,0.497,0.497,5.192,26.706,4.441,549.177,768.337
28161,2011,29.151,23.735,57.404,18.861,55.259,0.496,0.496,5.192,26.668,4.438,709.22,802.123
28163,1992,26.952,12.891,56.791,30.318,73.816,0.453,0.453,5.971,36.562,4.716,658.106,710.692
28163,2001,26.601,13.042,55.476,31.482,75.226,0.444,0.444,6.01,37.486,4.735,670.643,697.548
28163,2006,26.545,13.09,54.902,32.008,75.895,0.44,0.44,6.027,37.788,4.75,385.125,668.733
28163,2011,26.571,13.085,54.966,31.949,75.835,0.441,0.441,6.026,37.722,4.75,588.47,629.841
29001,1992,26.449,23.878,42.759,33.363,143.544,0.335,0.335,6.211,42.93,4.651,581.002,651.35
29001,2001,26.694,22.718,43.704,33.578,141.352,0.339,0.339,6.202,43.162,4.687,664.844,785.069
29001,2006,26.696,22.726,43.701,33.574,141.402,0.339,0.339,6.203,43.159,4.687,569.229,605.989
29001,2011,26.696,22.729,43.701,33.57,141.443,0.339,0.339,6.203,43.162,4.687,655.353,659.449
29003,1992,31.176,11.512,55.919,32.57,212.389,0.374,0.381,6.352,52.898,4.727,658.859,705.621
29003,2001,31.428,11.536,55.884,32.581,213.805,0.376,0.381,6.339,53.23,4.719,669.535,807.995
29003,2006,31.297,11.662,55.636,32.702,212.09,0.375,0.38,6.328,53.169,4.713,663.7,786.307
29003,2011,31.294,11.665,55.632,32.703,212.044,0.375,0.38,6.328,53.166,4.712,693.157,697.284
29005,1992,32.391,12.52,59.589,27.89,210.453,0.42,0.42,6.822,44.493,4.837,602.755,738.849
29005,2001,32.522,12.228,59.559,28.213,211.631,0.418,0.418,6.794,44.592,4.839,546.097,664.654
29005,2006,32.638,12.103,59.64,28.258,211.937,0.418,0.418,6.788,44.84,4.844,523.652,637.062
29005,2011,32.638,12.101,59.639,28.26,211.942,0.418,0.418,6.788,44.842,4.844,668.261,666.311
29007,1992,31.643,9.449,54.093,36.458,142.748,0.381,0.381,5.545,40.607,3.844,366.449,408.156
29007,2001,31.727,9.321,54.178,36.502,142.792,0.381,0.382,5.539,40.924,3.839,662.23,796.295
29007,2006,31.724,9.323,54.175,36.502,142.782,0.381,0.382,5.54,40.921,3.84,602.24,585.031
29007,2011,31.724,9.324,54.174,36.502,142.786,0.381,0.382,5.54,40.921,3.84,514.8,506.521
29009,1992,16.149,14.597,45.919,39.485,115.003,0.13,0.322,5.289,50.818,3.708,584.866,783.666
29009,2001,16.362,14.546,45.912,39.542,112.609,0.133,0.323,5.281,51.206,3.673,456.823,648.127
29009,2006,16.363,14.548,45.913,39.54,112.654,0.133,0.323,5.281,51.203,3.674,632.293,667.794
29009,2011,16.347,14.547,45.913,39.54,112.687,0.133,0.323,5.283,51.194,3.674,781.962,928.349
29011,1992,26.589,20.946,44.097,34.956,145.443,0.318,0.325,5.909,64.623,3.181,814.25,1008.362
29011,2001,26.898,20.724,44.166,35.11,146.393,0.32,0.327,5.919,64.358,3.192,609.453,793.82
29011,2006,26.896,20.726,44.164,35.11,146.388,0.32,0.327,5.919,64.364,3.191,579.946,612.039
29011,2011,26.898,20.726,44.164,35.11,146.387,0.32,0.327,5.919,64.365,3.192,600.482,595.298
29013,1992,22.407,9.249,49.741,41.01,201.202,0.315,0.328,6.59,83.176,3.53,564.573,643.042
29013,2001,22.571,9.122,49.775,41.103,203.292,0.315,0.328,6.595,84.602,3.541,745.077,877.662
29013,2006,22.57,9.122,49.775,41.103,203.286,0.315,0.328,6.595,84.602,3.541,579.716,594.414
